# confidence = 1 - 10^(log10_pvalue)
# matched = confidence > threshold
# threshold = 0.95
index,filename,carrier_name,R,log10_pvalue,confidence,matched
3,"0_'attack'_ 'blur', 'kernel_size'_ 17.png",carrier_multibit_test,,,,False
4,"0_'attack'_ 'blur', 'kernel_size'_ 19.png",carrier_multibit_test,,,,False
5,"0_'attack'_ 'blur', 'kernel_size'_ 3.png",carrier_multibit_test,,,,False
6,"0_'attack'_ 'blur', 'kernel_size'_ 5.png",carrier_multibit_test,,,,False
7,"0_'attack'_ 'blur', 'kernel_size'_ 7.png",carrier_multibit_test,,,,False
8,"0_'attack'_ 'blur', 'kernel_size'_ 9.png",carrier_multibit_test,,,,False
9,"0_'attack'_ 'brightness', 'brightness_factor'_ 0.5.png",carrier_multibit_test,,,,False
10,"0_'attack'_ 'brightness', 'brightness_factor'_ 1.0.png",carrier_multibit_test,,,,False
11,"0_'attack'_ 'brightness', 'brightness_factor'_ 1.5.png",carrier_multibit_test,,,,False
12,"0_'attack'_ 'brightness', 'brightness_factor'_ 2.0.png",carrier_multibit_test,,,,False
13,"0_'attack'_ 'center_crop', 'scale'_ 0.1.png",carrier_multibit_test,,,,False
14,"0_'attack'_ 'center_crop', 'scale'_ 0.2.png",carrier_multibit_test,,,,False
15,"0_'attack'_ 'center_crop', 'scale'_ 0.30000000000000004.png",carrier_multibit_test,,,,False
16,"0_'attack'_ 'center_crop', 'scale'_ 0.4.png",carrier_multibit_test,,,,False
17,"0_'attack'_ 'center_crop', 'scale'_ 0.5.png",carrier_multibit_test,,,,False
18,"0_'attack'_ 'center_crop', 'scale'_ 0.6000000000000001.png",carrier_multibit_test,,,,False
19,"0_'attack'_ 'center_crop', 'scale'_ 0.7000000000000001.png",carrier_multibit_test,,,,False
20,"0_'attack'_ 'center_crop', 'scale'_ 0.8.png",carrier_multibit_test,,,,False
21,"0_'attack'_ 'center_crop', 'scale'_ 0.9.png",carrier_multibit_test,,,,False
22,"0_'attack'_ 'center_crop', 'scale'_ 1.0.png",carrier_multibit_test,,,,False
23,"0_'attack'_ 'contrast', 'contrast_factor'_ 0.0.png",carrier_multibit_test,,,,False
24,"0_'attack'_ 'contrast', 'contrast_factor'_ 0.5.png",carrier_multibit_test,,,,False
25,"0_'attack'_ 'contrast', 'contrast_factor'_ 1.0.png",carrier_multibit_test,,,,False
26,"0_'attack'_ 'contrast', 'contrast_factor'_ 1.5.png",carrier_multibit_test,,,,False
27,"0_'attack'_ 'contrast', 'contrast_factor'_ 2.0.png",carrier_multibit_test,,,,False
28,"0_'attack'_ 'hue', 'hue_factor'_ -0.25.png",carrier_multibit_test,,,,False
29,"0_'attack'_ 'hue', 'hue_factor'_ -0.5.png",carrier_multibit_test,,,,False
30,"0_'attack'_ 'hue', 'hue_factor'_ 0.0.png",carrier_multibit_test,,,,False
31,"0_'attack'_ 'hue', 'hue_factor'_ 0.2.png",carrier_multibit_test,,,,False
32,"0_'attack'_ 'hue', 'hue_factor'_ 0.25.png",carrier_multibit_test,,,,False
33,"0_'attack'_ 'hue', 'hue_factor'_ 0.5.png",carrier_multibit_test,,,,False
34,"0_'attack'_ 'jpeg', 'quality'_ 10.png",carrier_multibit_test,,,,False
35,"0_'attack'_ 'jpeg', 'quality'_ 100.png",carrier_multibit_test,,,,False
36,"0_'attack'_ 'jpeg', 'quality'_ 20.png",carrier_multibit_test,,,,False
37,"0_'attack'_ 'jpeg', 'quality'_ 30.png",carrier_multibit_test,,,,False
38,"0_'attack'_ 'jpeg', 'quality'_ 40.png",carrier_multibit_test,,,,False
39,"0_'attack'_ 'jpeg', 'quality'_ 50.png",carrier_multibit_test,,,,False
40,"0_'attack'_ 'jpeg', 'quality'_ 60.png",carrier_multibit_test,,,,False
41,"0_'attack'_ 'jpeg', 'quality'_ 70.png",carrier_multibit_test,,,,False
42,"0_'attack'_ 'jpeg', 'quality'_ 80.png",carrier_multibit_test,,,,False
43,"0_'attack'_ 'jpeg', 'quality'_ 90.png",carrier_multibit_test,,,,False
44,0_'attack'_ 'meme_format'.png,carrier_multibit_test,,,,False
45,0_'attack'_ 'none'.png,carrier_multibit_test,,,,False
46,0_'attack'_ 'overlay_onto_screenshot'.png,carrier_multibit_test,,,,False
47,"0_'attack'_ 'resize', 'scale'_ 0.1.png",carrier_multibit_test,,,,False
48,"0_'attack'_ 'resize', 'scale'_ 0.2.png",carrier_multibit_test,,,,False
49,"0_'attack'_ 'resize', 'scale'_ 0.30000000000000004.png",carrier_multibit_test,,,,False
50,"0_'attack'_ 'resize', 'scale'_ 0.4.png",carrier_multibit_test,,,,False
51,"0_'attack'_ 'resize', 'scale'_ 0.5.png",carrier_multibit_test,,,,False
52,"0_'attack'_ 'resize', 'scale'_ 0.6000000000000001.png",carrier_multibit_test,,,,False
53,"0_'attack'_ 'resize', 'scale'_ 0.7000000000000001.png",carrier_multibit_test,,,,False
54,"0_'attack'_ 'resize', 'scale'_ 0.8.png",carrier_multibit_test,,,,False
55,"0_'attack'_ 'resize', 'scale'_ 0.9.png",carrier_multibit_test,,,,False
56,"0_'attack'_ 'resize', 'scale'_ 1.0.png",carrier_multibit_test,,,,False
57,"0_'attack'_ 'rotation', 'angle'_ 0.png",carrier_multibit_test,,,,False
58,"0_'attack'_ 'rotation', 'angle'_ 10.png",carrier_multibit_test,,,,False
59,"0_'attack'_ 'rotation', 'angle'_ 15.png",carrier_multibit_test,,,,False
60,"0_'attack'_ 'rotation', 'angle'_ 20.png",carrier_multibit_test,,,,False
61,"0_'attack'_ 'rotation', 'angle'_ 25.png",carrier_multibit_test,,,,False
62,"0_'attack'_ 'rotation', 'angle'_ 30.png",carrier_multibit_test,,,,False
63,"0_'attack'_ 'rotation', 'angle'_ 35.png",carrier_multibit_test,,,,False
64,"0_'attack'_ 'rotation', 'angle'_ 40.png",carrier_multibit_test,,,,False
65,"0_'attack'_ 'rotation', 'angle'_ 5.png",carrier_multibit_test,,,,False
66,0_out.png,carrier_multibit_test,,,,False
67,1_out.png,carrier_multibit_test,,,,False
68,2_out.png,carrier_multibit_test,,,,False
69,3_out.png,carrier_multibit_test,,,,False
70,4_out.png,carrier_multibit_test,,,,False
71,5_out.png,carrier_multibit_test,,,,False
72,6_out.png,carrier_multibit_test,,,,False
73,7_out.png,carrier_multibit_test,,,,False
74,8_out.png,carrier_multibit_test,,,,False
